Date,Open,High,Low,Close,Adj Close,Volume
2010-12-01,14.089089,15.190190,14.074074,14.864114,14.864114,1689716592
2011-01-01,14.926927,16.090090,14.903654,15.024024,15.024024,2396976624
2011-02-01,15.127377,15.795295,15.048799,15.350350,15.350350,1673085240
2011-03-01,15.459960,15.495996,13.795796,14.683684,14.683684,2403154440
2011-04-01,14.733734,14.894645,12.987988,13.616116,13.616116,2806858332
2011-05-01,13.656156,13.656907,12.847848,13.238739,13.238739,1811302884
2011-06-01,13.214214,13.343343,11.837337,12.672172,12.672172,2362638996
2011-07-01,12.681181,15.703203,12.672172,15.107357,15.107357,3238977780
2011-08-01,15.295796,15.402903,12.283784,13.537538,13.537538,4266752976
2011-09-01,13.532282,13.976977,12.775275,12.888889,12.888889,2342842812
2011-10-01,12.759009,15.082583,12.027027,14.830831,14.830831,3085531380
2011-11-01,14.517017,15.472973,14.047297,14.999750,14.999750,2409607980
2011-12-01,15.015015,16.185184,14.989990,16.163664,16.163664,2199698100
2012-01-01,16.339840,16.773024,14.127878,14.517267,14.517267,2942758296
2012-02-01,14.638138,15.655656,14.492993,15.471722,15.471722,1892689416
2012-03-01,15.572072,16.481232,14.860861,16.047047,16.047047,1891314792
2012-04-01,16.035286,16.344845,14.769770,15.136386,15.136386,2352752892
2012-05-01,15.109860,15.962212,14.489489,14.536036,14.536036,2344585068
2012-06-01,14.309059,14.711962,13.926927,14.516266,14.516266,1858311828
2012-07-01,14.560060,16.081081,14.066316,15.840090,15.840090,2049412536
2012-08-01,15.948448,17.241993,15.600851,17.144394,17.144394,1880649468
2012-09-01,17.130880,19.141392,16.854355,18.881380,18.881380,2404696896
2012-10-01,18.995245,19.378880,16.759258,17.024525,17.024525,2869080048
2012-11-01,17.004505,17.497997,15.915916,17.476727,17.476727,1865300832
2012-12-01,17.573574,18.245747,17.075325,17.702202,17.702202,1666152180
2013-01-01,18.003504,19.042793,17.405405,18.911161,18.911161,2094111792
2013-02-01,18.973974,20.244493,18.971472,20.050051,20.050051,1851762384
2013-03-01,19.964966,21.121120,19.852352,19.874624,19.874624,1700254044
2013-04-01,19.895145,20.711712,19.050550,20.634886,20.634886,2139945912
